cidade;estado;area;num_quartos;num_banheiros;garagem;num_andares;aceita_animais;mobilia;valor_aluguel;valor_condominio;valor_iptu;valor_seguro_incendio
Rio De Janeiro;RJ;95;3;2;2;7;Sim;Nao;2300;985;122;30
Sao Paulo;SP;330;4;5;4;13;Sim;Nao;10000;2870;1119;127
Sao Paulo;SP;75;2;2;2;7;Nao;Sim;6600;1600;400;84
Sao Paulo;SP;53;1;1;1;4;Sim;Nao;4398;690;200;56
Sao Paulo;SP;178;3;2;1;2;Nao;Nao;1900;1200;180;25
Sao Paulo;SP;150;3;2;0;1;Sim;Nao;4000;0;24;61
Sao Paulo;SP;50;2;1;1;4;Sim;Nao;1200;520;30;16
Sao Paulo;SP;150;3;2;1;1;Nao;Nao;2500;0;59;38
Porto Alegre;RS;25;1;1;0;1;Sim;Sim;984;286;11;15
Sao Paulo;SP;210;3;4;4;13;Nao;Nao;12000;3150;1155;153
Belo Horizonte;MG;75;3;2;1;4;Sim;Nao;1500;600;75;20
Belo Horizonte;MG;200;2;4;3;12;Sim;Nao;15000;1897;827;200
Sao Paulo;SP;350;4;4;0;1;Sim;Nao;8000;0;989;121
Porto Alegre;RS;49;2;1;1;7;Sim;Nao;1150;360;30;17
Porto Alegre;RS;40;1;1;0;4;Nao;Sim;2000;0;0;30
Sao Paulo;SP;45;1;1;1;2;Nao;Sim;4200;1900;350;54
Sao Paulo;SP;46;1;1;1;8;Nao;Sim;7600;900;118;97
Sao Paulo;SP;80;2;2;2;15;Sim;Nao;11000;2000;0;140
Sao Paulo;SP;30;1;1;0;3;Sim;Sim;2850;400;0;37
Sao Paulo;SP;80;2;2;2;1;Sim;Nao;2200;50;173;34
Rio De Janeiro;RJ;105;2;2;1;10;Sim;Nao;1530;1780;134;20
Belo Horizonte;MG;105;3;2;2;7;Sim;Nao;2000;1170;219;27
Sao Paulo;SP;114;3;1;0;1;Sim;Nao;2570;0;150;39
Sao Paulo;SP;200;3;3;4;1;Sim;Nao;7000;0;425;106
Porto Alegre;RS;120;3;3;2;5;Sim;Nao;3000;800;167;44
Sao Paulo;SP;60;2;2;1;11;Sim;Nao;4000;647;21;51
Sao Paulo;SP;90;2;1;1;1;Sim;Nao;3000;1000;50;39
Rio De Janeiro;RJ;53;2;1;0;3;Nao;Nao;1800;535;50;24
Sao Paulo;SP;80;2;2;5;1;Sim;Nao;3000;0;59;46
Campinas;SP;87;4;2;2;4;Sim;Nao;1600;784;106;21
Rio De Janeiro;RJ;110;3;1;1;1;Sim;Nao;5000;557;188;65
Belo Horizonte;MG;113;4;2;1;3;Sim;Nao;4000;1587;429;54
Sao Paulo;SP;170;3;2;2;5;Nao;Nao;5000;2199;423;64
Sao Paulo;SP;150;3;2;0;1;Nao;Nao;3000;700;42;39
Porto Alegre;RS;60;2;2;1;11;Sim;Nao;1500;469;51;22
Porto Alegre;RS;43;1;1;0;4;Nao;Sim;2100;290;66;31
Sao Paulo;SP;130;3;2;2;4;Sim;Sim;3500;800;0;45
Sao Paulo;SP;69;3;2;0;7;Sim;Sim;1900;650;185;25
Campinas;SP;306;3;2;2;1;Sim;Nao;2500;0;422;38
Sao Paulo;SP;187;3;2;3;1;Sim;Nao;3500;500;193;53
Sao Paulo;SP;385;3;4;3;1;Sim;Nao;9000;0;1500;136
Sao Paulo;SP;355;4;4;3;1;Sim;Nao;7300;0;660;110
Porto Alegre;RS;90;2;1;1;2;Sim;Nao;1100;405;380;17
Sao Paulo;SP;190;3;4;4;1;Sim;Nao;5000;0;275;76
Campinas;SP;181;2;1;2;1;Sim;Nao;1400;0;132;22
Sao Paulo;SP;350;3;5;4;13;Sim;Nao;3490;4000;1750;45
Belo Horizonte;MG;168;5;3;2;2;Sim;Nao;2900;1443;408;39
Rio De Janeiro;RJ;73;2;1;0;1;Sim;Nao;2800;1600;204;37
Sao Paulo;SP;378;5;5;4;4;Sim;Nao;3000;4000;2000;39
Campinas;SP;60;2;1;1;1;Sim;Nao;1300;0;180;20
Belo Horizonte;MG;362;4;5;0;19;Nao;Nao;15000;4138;1975;200
Sao Paulo;SP;90;3;2;0;1;Sim;Nao;1700;0;136;26
Rio De Janeiro;RJ;42;1;1;0;4;Nao;Sim;1973;500;79;26
Rio De Janeiro;RJ;56;2;1;1;18;Sim;Nao;1000;568;88;13
Sao Paulo;SP;16;1;1;0;1;Nao;Nao;850;0;30;11
Sao Paulo;SP;90;2;2;2;15;Nao;Sim;10000;1400;0;127
Belo Horizonte;MG;67;1;1;0;13;Sim;Nao;850;375;55;12
Sao Paulo;SP;488;4;3;3;1;Sim;Nao;6400;14130;1214;82
Rio De Janeiro;RJ;30;1;1;0;10;Sim;Nao;1100;850;60;15
Sao Paulo;SP;290;6;3;4;1;Sim;Nao;8000;0;1525;121
Sao Paulo;SP;266;3;3;4;10;Sim;Nao;6400;4700;1500;82
Campinas;SP;47;2;1;1;4;Sim;Nao;900;260;25;12
Rio De Janeiro;RJ;590;6;6;2;1;Sim;Sim;8000;750;975;122
Sao Paulo;SP;900;4;9;8;1;Sim;Nao;15000;0;5700;226
Sao Paulo;SP;86;2;1;1;1;Sim;Nao;2200;0;110;34
Sao Paulo;SP;290;3;3;2;1;Sim;Sim;15000;0;1000;226
Porto Alegre;RS;84;3;2;2;4;Sim;Nao;3300;750;100;49
Sao Paulo;SP;160;3;1;2;1;Sim;Nao;5000;0;225;76
Sao Paulo;SP;37;1;1;0;3;Nao;Sim;3500;470;127;45
Campinas;SP;73;3;1;1;4;Sim;Nao;850;308;46;11
Sao Paulo;SP;350;4;5;5;17;Sim;Sim;15000;2400;2400;191
Rio De Janeiro;RJ;57;1;1;0;2;Sim;Nao;1100;200;10;15
Campinas;SP;48;1;1;0;9;Sim;Nao;650;350;21;9
Rio De Janeiro;RJ;30;1;1;0;8;Sim;Nao;800;390;25;11
Campinas;SP;198;6;3;4;1;Sim;Nao;2000;0;145;31
Porto Alegre;RS;47;1;1;0;2;Nao;Nao;1000;300;59;15
Porto Alegre;RS;60;2;1;1;3;Sim;Nao;800;250;22;12
Sao Paulo;SP;230;3;3;0;9;Sim;Sim;5000;1700;109;64
Belo Horizonte;MG;90;2;1;1;1;Nao;Nao;1520;0;0;25
Rio De Janeiro;RJ;129;3;2;1;8;Sim;Sim;3255;1200;167;42
Sao Paulo;SP;240;4;;4;22;Sim;Nao;6672;1980;417;85
Porto Alegre;RS;55;1;1;0;14;Sim;Nao;1020;700;29;15
Porto Alegre;RS;52;1;1;0;1;Sim;Nao;1200;150;42;18
Sao Paulo;SP;250;3;4;3;8;Sim;Nao;6000;1610;1089;77
Sao Paulo;SP;200;3;2;2;19;Sim;Nao;10000;2573;1121;127
Belo Horizonte;MG;312;4;3;3;1;Sim;Nao;2300;1498;463;31
Sao Paulo;SP;230;5;5;3;1;Sim;Nao;9900;0;620;149
Sao Paulo;SP;72;2;2;2;9;Sim;Nao;2480;750;209;32
Sao Paulo;SP;55;2;1;0;5;Sim;Sim;2400;620;24;31
Rio De Janeiro;RJ;72;2;2;1;2;Nao;Sim;3600;914;133;47
Sao Paulo;SP;50;2;1;0;1;Sim;Nao;1200;0;83;19
Sao Paulo;SP;17;1;1;0;1;Sim;Nao;2700;0;5;35
Belo Horizonte;MG;160;3;3;2;4;Sim;Nao;2400;150;263;32
Sao Paulo;SP;214;4;4;3;5;Sim;Nao;6520;2638;1187;83
Rio De Janeiro;RJ;65;1;1;0;1;Sim;Nao;1800;300;30;24
Sao Paulo;SP;136;3;2;1;10;Nao;Sim;6500;1300;267;47
Porto Alegre;RS;70;2;2;1;6;Sim;Nao;1900;440;57;28
Porto Alegre;RS;38;1;1;0;2;Sim;Nao;650;340;350;10
Sao Paulo;SP;450;8;5;5;1;Sim;Nao;8000;0;1000;121
Rio De Janeiro;RJ;67;2;1;1;2;Sim;Nao;2200;1217;130;29
Sao Paulo;SP;20;1;1;0;1;Nao;Nao;1100;0;35;14
Sao Paulo;SP;41;1;1;0;12;Sim;Nao;1530;290;60;20
Sao Paulo;SP;50;2;1;1;7;Sim;Nao;1550;500;7;20
Sao Paulo;SP;205;3;3;3;1;Sim;Nao;5525;0;575;84
Sao Paulo;SP;100;3;2;1;1;Sim;Nao;3300;0;500;50
Sao Paulo;SP;190;3;4;4;16;Sim;Sim;15000;2849;1160;191
Belo Horizonte;MG;45;2;1;0;1;Sim;Nao;1350;0;0;23
Campinas;SP;57;1;1;1;2;Sim;Nao;800;605;66;11
Porto Alegre;RS;88;1;2;2;3;Sim;Nao;1600;340;40;24
Sao Paulo;SP;70;1;1;1;10;Sim;Sim;3400;459;80;44
Sao Paulo;SP;76;2;2;0;11;Sim;Sim;2800;646;0;36
Rio De Janeiro;RJ;36;1;1;0;10;Sim;Nao;1370;450;29;18
Porto Alegre;RS;61;2;2;2;11;Sim;Nao;2500;445;42;37
Sao Paulo;SP;280;4;3;6;1;Sim;Sim;12500;0;706;188
Sao Paulo;SP;480;5;6;3;1;Sim;Nao;5000;0;1000;76
Campinas;SP;45;1;1;1;17;Sim;Sim;1950;0;0;25
Sao Paulo;SP;42;1;1;0;9;Sim;Sim;1500;1290;184;20
Porto Alegre;RS;62;2;1;0;4;Sim;Nao;736;352;28;11
Sao Paulo;SP;38;2;1;0;2;Sim;Nao;1500;90;0;20
Sao Paulo;SP;44;1;1;1;8;Nao;Sim;2400;578;0;31
Sao Paulo;SP;75;3;2;2;11;Sim;Nao;2800;630;167;36
Rio De Janeiro;RJ;66;2;1;1;2;Sim;Nao;1250;650;0;17
Sao Paulo;SP;125;3;3;2;1;Sim;Nao;2800;0;38;43
Campinas;SP;62;2;1;2;7;Sim;Nao;1500;609;90;20
Sao Paulo;SP;77;2;1;1;5;Sim;Nao;3100;1148;464;40
Sao Paulo;SP;136;2;4;2;7;Sim;Nao;4800;1540;242;61
Sao Paulo;SP;200;4;2;1;5;Sim;Nao;5000;2115;328;64
Sao Paulo;SP;35;1;1;0;1;Nao;Nao;1305;250;0;17
Sao Paulo;SP;250;4;3;2;1;Sim;Sim;4500;10;100;68
Sao Paulo;SP;90;2;2;2;1;Sim;Sim;4100;0;0;62
Campinas;SP;72;2;2;1;7;Sim;Nao;850;480;9;11
Sao Paulo;SP;168;3;3;5;16;Sim;Nao;3500;1675;184;45
Porto Alegre;RS;360;3;4;3;5;Sim;Sim;13200;4000;500;193
Campinas;SP;38;1;1;1;9;Sim;Nao;740;500;30;10
Sao Paulo;SP;23;1;1;1;26;Sim;Nao;2300;487;59;30
Porto Alegre;RS;440;3;3;3;7;Nao;Nao;10500;100;84;154
Sao Paulo;SP;120;3;3;2;9;Sim;Sim;3500;1200;109;45
Rio De Janeiro;RJ;90;2;2;0;5;Sim;Nao;2500;830;84;33
Porto Alegre;RS;125;4;2;0;7;Sim;Nao;1632;1006;150;14
Sao Paulo;SP;200;3;4;3;6;Sim;Sim;5058;1800;1200;65
Sao Paulo;SP;190;3;3;2;5;Sim;Nao;3260;1800;292;42
Belo Horizonte;MG;123;3;2;1;3;Sim;Nao;2600;363;143;35
Campinas;SP;53;2;1;1;1;Sim;Nao;2000;284;41;26
Rio De Janeiro;RJ;70;2;1;1;2;Sim;Nao;2180;560;60;29
Sao Paulo;SP;90;2;2;2;17;Sim;Sim;12200;1500;454;155
Sao Paulo;SP;95;3;2;0;1;Sim;Nao;1590;0;0;24
Campinas;SP;74;3;1;1;4;Sim;Nao;900;474;40;12
Sao Paulo;SP;64;1;1;1;15;Nao;Nao;3600;620;0;46
Sao Paulo;SP;155;4;5;3;14;Nao;Nao;6000;1850;625;77
Rio De Janeiro;RJ;125;3;1;2;3;Nao;Nao;2200;1000;159;29
Sao Paulo;SP;40;1;1;1;9;Sim;Sim;1580;350;25;21
Porto Alegre;RS;350;3;2;4;1;Sim;Sim;6522;0;492;116
Belo Horizonte;MG;417;3;5;8;1;Sim;Nao;7650;0;450;126
Porto Alegre;RS;350;4;4;4;1;Sim;Nao;6000;0;192;107
Sao Paulo;SP;40;1;1;1;8;Nao;Nao;2800;440;100;36
Sao Paulo;SP;30;1;1;1;15;Nao;Sim;3500;668;127;45
Sao Paulo;SP;142;3;4;2;4;Sim;Nao;4500;1100;375;58
Porto Alegre;RS;110;3;3;2;5;Sim;Sim;4000;1300;300;59
Sao Paulo;SP;100;4;4;1;1;Sim;Nao;10000;0;9;151
Sao Paulo;SP;377;5;4;3;1;Sim;Nao;8000;0;900;121
Sao Paulo;SP;230;2;3;3;17;Sim;Sim;8000;2575;633;102
Sao Paulo;SP;35;1;1;0;5;Nao;Sim;1800;450;91;7
Sao Paulo;SP;32;1;1;1;16;Sim;Nao;2900;533;0;37
Sao Paulo;SP;74;2;1;1;5;Sim;Nao;2024;569;71;8
Sao Paulo;SP;147;2;3;4;19;Sim;Nao;1200;2600;375;16
Sao Paulo;SP;35;1;1;0;3;Sim;Sim;2500;480;60;32
Rio De Janeiro;RJ;26;1;1;0;7;Sim;Sim;1500;630;84;20
Sao Paulo;SP;70;2;2;1;5;Sim;Sim;1700;517;5;22
Sao Paulo;SP;150;3;3;3;19;Sim;Sim;2800;1800;740;36
Sao Paulo;SP;200;3;3;2;1;Sim;Nao;8000;0;292;121
Campinas;SP;60;1;1;1;14;Sim;Nao;1100;583;49;14
Sao Paulo;SP;250;4;5;3;2;Sim;Nao;2550;1700;334;33
Sao Paulo;SP;44;1;2;0;12;Nao;Sim;3300;3300;126;42
Sao Paulo;SP;250;7;5;2;1;Sim;Sim;6000;0;0;91
Sao Paulo;SP;157;3;2;0;7;Sim;Nao;4500;1325;347;58
Sao Paulo;SP;97;2;2;0;1;Sim;Nao;5600;1200;0;71
Belo Horizonte;MG;548;4;7;6;17;Sim;Nao;15000;5905;2484;200
Sao Paulo;SP;28;1;1;0;1;Sim;Nao;1325;0;0;17
Sao Paulo;SP;250;3;4;0;1;Sim;Sim;10000;2000;1667;127
Belo Horizonte;MG;193;4;2;2;1;Sim;Nao;8900;0;255;146
Belo Horizonte;MG;428;5;5;4;1;Sim;Sim;9600;0;667;158
Sao Paulo;SP;50;2;1;0;2;Nao;Nao;950;200;0;13
Sao Paulo;SP;135;2;3;2;5;Nao;Nao;12300;2000;542;156
Rio De Janeiro;RJ;103;2;2;1;8;Sim;Nao;1600;530;221;21
Campinas;SP;103;3;2;2;2;Sim;Nao;1360;1500;292;18
Sao Paulo;SP;80;3;2;1;1;Sim;Nao;1500;740;150;20
Sao Paulo;SP;160;3;3;2;10;Sim;Nao;4000;1229;390;51
Sao Paulo;SP;238;4;3;4;24;Sim;Nao;10200;2980;1816;130
Belo Horizonte;MG;500;7;4;4;1;Sim;Nao;5500;0;167;91
Sao Paulo;SP;580;5;5;4;4;Sim;Nao;15000;9900;2200;191
Sao Paulo;SP;80;1;1;0;1;Sim;Nao;1370;0;50;21
Sao Paulo;SP;210;4;5;3;12;Sim;Sim;2975;2620;1184;38
Porto Alegre;RS;106;3;3;1;7;Sim;Nao;2250;900;186;33
Rio De Janeiro;RJ;30;1;1;0;11;Sim;Nao;1200;500;21;16
Sao Paulo;SP;156;3;2;1;1;Sim;Nao;2000;0;147;31
Sao Paulo;SP;60;1;1;1;1;Sim;Nao;1250;0;0;19
Sao Paulo;SP;200;3;4;0;2;Sim;Nao;3600;3672;780;46
Sao Paulo;SP;70;2;2;0;1;Sim;Nao;1000;280;138;13
Sao Paulo;SP;177;4;5;4;5;Sim;Nao;9200;1500;959;117
Sao Paulo;SP;103;3;3;2;1;Sim;Nao;2500;735;19;38
Sao Paulo;SP;440;4;4;4;1;Sim;Nao;12000;0;2500;181
Sao Paulo;SP;65;2;1;1;8;Sim;Sim;1700;600;92;22
Belo Horizonte;MG;260;5;3;3;12;Sim;Nao;4000;2000;487;54
Sao Paulo;SP;200;4;4;6;1;Sim;Nao;4320;0;375;65
Sao Paulo;SP;96;3;2;1;12;Sim;Nao;3050;1122;231;39
Sao Paulo;SP;68;2;2;1;2;Sim;Sim;2900;690;137;37
Belo Horizonte;MG;300;5;5;5;1;Nao;Nao;4500;0;450;74
Sao Paulo;SP;34;1;1;0;2;Sim;Nao;750;305;27;10
Campinas;SP;398;5;6;0;2;Sim;Nao;8500;3500;700;108
Belo Horizonte;MG;100;1;1;0;1;Sim;Nao;2600;0;0;35
Belo Horizonte;MG;176;4;5;3;6;Sim;Sim;6500;2136;704;87
Belo Horizonte;MG;90;2;2;2;4;Nao;Sim;4000;500;250;54
Belo Horizonte;MG;680;7;6;8;1;Sim;Nao;8000;0;428;132
Belo Horizonte;MG;220;4;3;0;9;Sim;Sim;15000;3000;1138;200
Sao Paulo;SP;110;2;2;2;1;Nao;Nao;2120;0;174;32
Sao Paulo;SP;180;3;2;1;2;Sim;Sim;5500;1260;255;70
Sao Paulo;SP;36;1;1;1;8;Sim;Nao;1800;410;93;8
Belo Horizonte;MG;450;4;4;4;8;Sim;Nao;12700;2394;836;170
Rio De Janeiro;RJ;103;3;2;0;1;Sim;Nao;3300;812;336;43
Porto Alegre;RS;101;2;2;2;5;Sim;Nao;1800;480;500;27
Sao Paulo;SP;196;4;4;0;11;Sim;Nao;6000;2450;1458;77
Rio De Janeiro;RJ;28;1;1;0;1;Sim;Nao;1980;495;68;26
Sao Paulo;SP;260;3;4;4;1;Sim;Nao;4500;0;0;68
Sao Paulo;SP;330;4;2;5;1;Sim;Nao;1870;0;400;29
Rio De Janeiro;RJ;70;3;2;1;6;Sim;Nao;1189;607;96;16
Rio De Janeiro;RJ;33;1;1;0;3;Sim;Nao;1200;500;13;16
Sao Paulo;SP;160;3;3;2;3;Sim;Nao;10500;2200;505;134
Sao Paulo;SP;60;2;1;1;9;Sim;Nao;1350;506;42;18
Sao Paulo;SP;36;1;1;1;1;Sim;Nao;1379;130;99;10
Sao Paulo;SP;20;1;1;0;1;Sim;Sim;2060;0;0;27
Porto Alegre;RS;70;2;1;0;1;Sim;Nao;750;375;26;11
Sao Paulo;SP;180;3;4;4;1;Sim;Sim;4700;0;2;71
Sao Paulo;SP;105;3;3;1;5;Sim;Nao;2150;980;0;28
Sao Paulo;SP;275;4;5;4;1;Sim;Nao;9700;4200;1334;123
Belo Horizonte;MG;450;2;2;5;1;Sim;Nao;1512;0;71;25
Campinas;SP;360;4;6;4;1;Sim;Nao;7700;864;300;116
Sao Paulo;SP;140;2;2;1;5;Nao;Sim;1900;700;150;25
Sao Paulo;SP;900;3;5;8;1;Sim;Nao;8000;0;2250;121
Porto Alegre;RS;152;3;5;3;9;Sim;Nao;6000;1600;321;88
Sao Paulo;SP;280;3;4;3;1;Sim;Sim;8000;0;500;121
Sao Paulo;SP;230;4;4;3;5;Nao;Nao;2500;2564;934;32
Campinas;SP;92;3;2;3;6;Sim;Nao;2100;700;167;27
Belo Horizonte;MG;58;1;1;1;1;Sim;Nao;1100;0;34;19
Campinas;SP;41;2;1;1;5;Nao;Nao;1193;248;0;16
Sao Paulo;SP;206;4;4;3;10;Sim;Nao;12000;1890;917;153
Campinas;SP;214;3;3;2;1;Sim;Nao;5900;2016;227;75
Sao Paulo;SP;110;2;2;1;18;Sim;Nao;1710;1286;0;22
Belo Horizonte;MG;100;2;1;0;1;Sim;Nao;777;0;25;13
Belo Horizonte;MG;80;2;2;1;4;Sim;Nao;1200;250;0;16
Belo Horizonte;MG;311;3;4;3;20;Nao;Nao;13000;3075;1753;174
Sao Paulo;SP;200;2;3;2;1;Sim;Sim;15000;1700;667;191
Campinas;SP;96;3;2;2;10;Sim;Nao;3200;800;189;41
Rio De Janeiro;RJ;140;4;2;1;1;Nao;Nao;6000;1700;380;78
Sao Paulo;SP;138;3;3;2;17;Sim;Nao;7070;1100;382;90
Sao Paulo;SP;140;3;3;1;6;Sim;Sim;3900;2200;359;50
Rio De Janeiro;RJ;60;2;2;1;2;Nao;Nao;1250;592;0;17
Sao Paulo;SP;40;1;1;0;1;Nao;Nao;600;0;34;10
Sao Paulo;SP;178;3;4;4;6;Sim;Sim;10200;2700;667;130
Sao Paulo;SP;140;3;3;2;1;Sim;Sim;4900;0;25;74
Sao Paulo;SP;72;2;1;0;1;Sim;Nao;1020;864;0;13
Sao Paulo;SP;117;2;1;1;5;Nao;Sim;2700;720;11;35
Sao Paulo;SP;35;1;1;1;1;Sim;Nao;977;0;30;13
Porto Alegre;RS;42;1;1;0;1;Sim;Sim;890;360;0;13
Belo Horizonte;MG;29;1;1;0;1;Sim;Nao;1100;0;8;15
Sao Paulo;SP;130;2;1;0;1;Sim;Nao;2150;650;9;28
Rio De Janeiro;RJ;100;3;2;;4;Sim;Nao;5000;2350;333;65
Rio De Janeiro;RJ;39;1;1;0;4;Sim;Nao;609;450;44;8
Sao Paulo;SP;61;1;1;0;9;Nao;Nao;1600;394;0;21
Campinas;SP;750;4;5;5;1;Nao;Nao;10400;0;667;157
Belo Horizonte;MG;142;4;3;2;3;Sim;Nao;2700;900;277;36
Campinas;SP;650;4;4;8;1;Sim;Nao;7500;0;200;113
Sao Paulo;SP;69;2;2;0;1;Sim;Nao;1700;0;73;26
Sao Paulo;SP;100;2;2;4;1;Sim;Nao;2600;0;46;40
Belo Horizonte;MG;300;4;2;2;3;Sim;Nao;8000;1750;500;107
Sao Paulo;SP;190;3;4;3;14;Sim;Sim;2740;1700;900;35
Rio De Janeiro;RJ;115;2;2;0;13;Sim;Nao;4500;950;2731;58
Campinas;SP;119;3;1;1;5;Sim;Nao;1200;926;100;16
Sao Paulo;SP;100;2;3;1;4;Sim;Sim;1890;1200;42;24
Sao Paulo;SP;55;2;1;1;3;Sim;Nao;1087;400;0;14
Sao Paulo;SP;44;1;1;1;2;Sim;Sim;3000;724;89;39
Sao Paulo;SP;316;4;6;4;18;Sim;Sim;8000;4767;1963;102
Sao Paulo;SP;83;2;3;2;1;Sim;Nao;3500;200;167;53
Belo Horizonte;MG;1000;5;7;8;1;Sim;Nao;14980;0;1904;246
Sao Paulo;SP;150;3;2;1;8;Sim;Nao;4800;1172;0;61
Sao Paulo;SP;53;2;1;1;7;Sim;Nao;4200;450;42;54
Sao Paulo;SP;49;2;1;1;1;Sim;Nao;970;400;4;13
Campinas;SP;185;3;3;2;6;Sim;Nao;2200;1200;100;28
Rio De Janeiro;RJ;40;1;1;0;1;Sim;Nao;1200;0;20;19
Sao Paulo;SP;65;2;1;0;3;Sim;Nao;1140;654;9;15
Sao Paulo;SP;67;3;2;1;10;Nao;Nao;1560;496;72;20
Sao Paulo;SP;46;1;1;1;9;Sim;Nao;2200;500;35;28
Campinas;SP;205;3;2;1;2;Sim;Nao;2200;950;156;28
Porto Alegre;RS;550;5;5;3;1;Sim;Nao;9000;0;500;160
Campinas;SP;50;1;1;1;3;Sim;Nao;650;393;33;9
Sao Paulo;SP;266;4;5;4;7;Sim;Nao;10900;2900;1167;139
Rio De Janeiro;RJ;280;3;2;2;10;Sim;Sim;8000;3140;1126;104
Sao Paulo;SP;1600;6;6;6;1;Sim;Sim;7600;0;1834;115
Sao Paulo;SP;70;1;1;0;4;Sim;Nao;2400;760;156;31
Sao Paulo;SP;84;3;2;2;8;Nao;Nao;2340;700;250;30
Belo Horizonte;MG;40;1;1;0;3;Nao;Nao;1000;496;116;14
Rio De Janeiro;RJ;117;3;2;1;7;Sim;Nao;4110;750;384;53
Sao Paulo;SP;68;2;2;2;8;Sim;Sim;3430;1030;236;44
Belo Horizonte;MG;140;2;2;2;11;Sim;Sim;2800;692;104;38
Sao Paulo;SP;450;4;2;3;1;Sim;Nao;13000;0;1000;196
Porto Alegre;RS;44;1;2;0;3;Sim;Nao;1350;140;100;20
Sao Paulo;SP;40;1;1;1;3;Sim;Sim;3200;686;52;41
Sao Paulo;SP;70;1;2;1;1;Sim;Sim;8250;1300;209;105
Sao Paulo;SP;50;1;2;0;1;Sim;Nao;900;0;50;14
Belo Horizonte;MG;405;2;3;0;7;Sim;Nao;4000;3500;699;54
Sao Paulo;SP;75;2;2;1;1;Sim;Nao;3160;700;165;41
Belo Horizonte;MG;80;3;3;1;3;Sim;Nao;1501;560;0;20
Sao Paulo;SP;450;4;5;6;1;Sim;Nao;12000;0;1334;181
Sao Paulo;SP;225;4;5;4;10;Sim;Sim;7106;1600;0;91
Sao Paulo;SP;250;3;2;3;35;Sim;Sim;15000;2500;1084;191
Sao Paulo;SP;60;2;1;1;5;Nao;Nao;2200;965;165;28
Sao Paulo;SP;31;1;1;1;9;Nao;Sim;3400;1500;150;44
Sao Paulo;SP;100;3;1;3;1;Sim;Nao;2000;0;164;31
Belo Horizonte;MG;20;1;1;0;6;Nao;Nao;1050;420;79;14
Sao Paulo;SP;200;3;4;8;1;Sim;Nao;7000;0;25;106
Campinas;SP;50;1;1;1;8;Sim;Nao;1690;780;62;22
Sao Paulo;SP;61;3;2;2;15;Sim;Nao;2200;712;90;28
Sao Paulo;SP;200;3;4;2;3;Sim;Nao;9800;4475;820;125
Belo Horizonte;MG;100;2;2;0;1;Sim;Nao;11000;0;100;181
Sao Paulo;SP;365;4;5;6;4;Sim;Nao;13900;3722;2588;177
Sao Paulo;SP;38;1;1;0;13;Sim;Nao;3000;414;64;39
Rio De Janeiro;RJ;49;2;1;0;4;Sim;Nao;1350;362;58;18
Sao Paulo;SP;207;3;5;4;6;Sim;Nao;12000;2400;934;153
Campinas;SP;82;3;2;1;6;Sim;Nao;1500;825;142;20
Sao Paulo;SP;400;5;4;3;1;Sim;Nao;4000;0;250;61
Rio De Janeiro;RJ;170;4;2;2;6;Sim;Nao;9000;2420;834;116
Porto Alegre;RS;105;3;2;2;3;Sim;Sim;2890;370;217;43
Sao Paulo;SP;383;4;4;5;2;Sim;Nao;3004;2189;709;39
Sao Paulo;SP;168;3;3;3;3;Sim;Nao;2700;1605;322;35
Sao Paulo;SP;53;2;2;1;10;Sim;Sim;2400;1940;389;31
Porto Alegre;RS;320;4;3;2;1;Sim;Nao;4500;0;125;80
Sao Paulo;SP;300;3;4;3;18;Sim;Nao;9900;3500;834;126
Campinas;SP;100;3;2;3;1;Sim;Nao;2200;0;0;34
Sao Paulo;SP;40;1;1;0;1;Sim;Nao;900;0;80;12
Sao Paulo;SP;180;3;1;0;1;Sim;Nao;2500;0;334;38
Sao Paulo;SP;257;4;5;4;8;Sim;Sim;7500;2730;1107;96
Sao Paulo;SP;178;2;4;2;2;Sim;Nao;7000;2300;891;89
Sao Paulo;SP;179;3;3;0;9;Nao;Sim;12000;1828;472;153
Porto Alegre;RS;64;2;1;0;1;Sim;Nao;1750;300;42;26
Porto Alegre;RS;60;2;1;0;1;Sim;Nao;990;326;25;15
Sao Paulo;SP;55;1;1;1;11;Nao;Nao;2200;696;148;28
Sao Paulo;SP;50;1;1;0;8;Nao;Nao;1970;470;0;25
Sao Paulo;SP;82;3;2;2;19;Nao;Nao;1994;470;0;26
Rio De Janeiro;RJ;60;1;1;1;7;Sim;Nao;1210;650;106;16
Porto Alegre;RS;40;1;1;1;9;Nao;Sim;1200;1300;68;18
Campinas;SP;230;4;4;8;1;Sim;Nao;5100;0;320;77
Sao Paulo;SP;73;2;1;1;2;Sim;Nao;1300;680;20;17
Sao Paulo;SP;79;2;2;1;1;Sim;Sim;2000;600;75;26
Sao Paulo;SP;230;3;4;2;3;Sim;Nao;4800;2000;292;61
Rio De Janeiro;RJ;214;3;3;3;4;Sim;Nao;14000;3575;1050;181
Sao Paulo;SP;120;2;1;0;1;Sim;Nao;1500;0;90;23
Sao Paulo;SP;200;4;2;1;1;Nao;Nao;2500;0;334;38
Porto Alegre;RS;85;3;2;2;9;Nao;Sim;3300;940;102;49
Sao Paulo;SP;45;1;1;1;1;Nao;Sim;5520;3000;0;70
Porto Alegre;RS;30;1;1;0;4;Sim;Nao;755;198;22;12
Sao Paulo;SP;57;2;2;1;3;Sim;Nao;2300;476;0;30
Sao Paulo;SP;500;4;7;3;1;Sim;Nao;15000;0;2500;226
